,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
1127,Fern Brady: Power & Chaos,Comedy,en,800 Pound Gorilla Pictures,0,0,55,Released,2021,Stand-up comedian Fern Brady brings her unique take on contemporary culture and the state of the UK to a packed crowd in Glasgow.,1,,
1130,Lock Down Love,Drama,en,Triple S Films,0,0,69,Released,2021,Lisa a plus-sized African American woman concludes that her boyfriend broke up with her because of her weight. Now on quarantine lock down and alone she will now use the next 40 days to try to lose the weight in hopes of winning him back.,1,,
1135,A Haunting in Ravenwood,Horror,en,Raptor FX Studio,0,0,96,Released,2021,A newlywed couple arrives at the house of the husband's late wife where the flowers have been maintained to the dead woman's memory. Soon eerie events lead the new wife to believe she is losing her mind.,1,,
1140,Redeemed,Drama,en,Green Apple Entertainment,0,0,79,Released,2021,After becoming the youngest female minority judge elevated to the bench in her state Angela Sylvester quickly finds herself trapped into a 'Kids for Pay' prison scam orchestrated by her boss.,1,,
1148,The Christmas Dance,Drama-Romance,en,Genius Minds,0,0,94,Released,2021,Traumatized by her past Christmas is not at the top of Sarah's list this time of year however waltzing through life's unexpected emergencies she is taught the Christmas Dance.,1,,
1149,Bring Me to Light,Music,en,New York City Center-Nel Shelby Productions,0,0,56,Released,2021,Sutton Foster takes over City Center—filling it with her indomitable spirit for a concert with her friends that celebrates their connections to the historic theater and reflects on the challenges facing all of us.  Bring Me to Light reunites Foster with fellow Encores! cast members Raúl Esparza and Joaquina Kalukango City Center alum Kelli O’Hara and Wren Rivera—Foster’s student at Ball University. Together they enliven City Center with the hope of what lies ahead through performances of music theater favorites from Anyone Can Whistle Camelot Oklahoma! South Pacific Violet The Wild Party and more.  Accompanied by Music Director Michael Rafter (piano) and Matt Hinkley (guitar) Bring Me to Light is directed by Leigh Silverman with Jeanine Tesori serving as Creative Producer.,1,,
1159,The Fishnet Hypothesis,Thriller-Comedy,en,Woodland Studios,0,0,62,Released,2021,Miranda a mermaid obsessed internet personality known for her quirky makeup tutorials has placed an ad for a production assistant. Todd the first of many to respond has been chosen for an interview. Miranda films the interview process under the premise that she’d like her audience to connect with the person she chooses as well. During the interview things get stranger and stranger and the day quickly unravels into something Todd could have never expected.,1,,
1165,Survive,Drama-Thriller-Action,en,Klikfilm Production-Umbara Brothers Films,0,0,95,Released,2021,Vina wakes up with her body tied to a bed in the basement. He was repeatedly beaten and harassed by a masked psychopath. Together with Mila they try to fight and free themselves from the psychopath's hold.,1,,
1167,Miss Osaka,Drama,en,C&I entertainment-Haslund / Dencik Entertainment-Rein Film,0,0,90,Released,2021,Ines who wants to change who she is and become someone else in order to cover up her insecurities. When she accompanies her boyfriend Lucas on a business trip to Norway Ines meets a half-Japanese tourist Maria who instantly fascinates her. Suddenly Maria disappears and Ines seizes the opportunity to replace her – she declares herself dead and travels to Japan in order to take over Maria's identity. There she will get a job at Miss Osaka the same nightclub where Maria used to work. A game of broken boundaries lost identities and the dangerous balance between reality and the past has begun and Ines must abide by the new rules by avoiding the more obscure paths.,1,,
1175,Hope's Legacy,Drama,en,DBM Films,0,0,103,Released,2021,Sometimes hope is all you need but sometimes it can be hard to find. Faced with the death of her beloved grandmother Lizzie focused on the farm her horses and eventing must learn to stand on her own two feet. With Legacy by her side can she do it?,1,,
1179,The Long Island Serial Killer: A Mother's Hunt for Justice,Drama-Crime-TV Movie,en,Lifetime-Lighthouse Pictures-Sony Pictures Television Studios,0,0,87,Released,2021,The Long Island Serial Killer: A Mother’s Hunt for Justice tells the story of Mari Gilbert’s search for the truth behind what happened to her daughter Shannan a sometime escort who disappeared after a ‘date’ on Long Island. After Shannan (Katharine Isabelle Hannibal) fails to come home her mother Mari (Kim Delaney) knows something is terribly wrong. Pleading to police to take her concerns seriously she keeps pushing the police for answers. Mari’s insistence that her daughter not be overlooked eventually leads to a horror hidden on Long Island for more than a decade – 19 bodies of young women discovered buried in shallow graves along Ocean Parkway in the area of Jones Beach State Park.,1,,
1181,Borrelia Borealis,Drama-Romance,en,Freestyle Digital Media,0,0,93,Released,2021,In a global pandemic chronically ill Beth is forced to confront her personal demons in quarantine. When she answers a call from a mysterious man an unlikely romance opens a lush new cosmic world through astral projection.,1,,
1182,Shake Your Cares Away,Drama,en,United King Films-ARTE-New People Film Company-Green Productions-One Two Films-Les Compagnons du Cinéma-34 Filmes-Neocortex Entretenimento-ZDF/Das kleine Fernsehspiel,0,0,100,Released,2021,Following the death of her multi-millionaire husband Alma is left alone in their luxurious villa. Driven by a compulsion to do good she invites homeless mother Marina to take shelter in her house. This simple act gives a new meaning to Alma’s life: she decides to turn the entire property into a refuge for people in need. Alma is prepared to pour everything she has into this fragile utopia but reality can fracture even the deepest convictions.,1,,
1183,The Bright Side,Comedy-Drama,en,Screen Ireland,0,0,100,Released,2021,Stand-up comedian Kate thinks her life has no meaning and is not worth continuing. When she’s diagnosed with breast cancer even the universe seems to agree with her. However a close encounter with death – and four other women on the chemo ward – might just change her mind and even her life.,1,,
1184,Once a Year on Blackpool Sands,Drama,en,Baby Dog Films,0,0,105,Released,2021,A moving comedy-drama about the love identity and courage of the LGBTQ community during the first walk towards Gay Pride in 1950s England.  Based on the real-life events of Yorkshire coal miners and secret gay lovers Tommy and Eddy who spend their annual week holiday at a quirky B & B in Blackpool along with a few other alternative members of society – the transgender Mr. Elbridge the ex-show girl Red Ethel and the eccentric owner Gladys and her flirty daughter Maureen.,1,,
1185,"Bigfoot, UFOs and Jesus",Comedy-Drama-Family,en,Collective Development,0,0,98,Released,2021,A lifetime ago in a sleepy Michigan lake town Hannah Howard (Melissa Anschutz) experienced something otherworldly. For years the event was pushed to the corners of her mind seemingly forgotten until a trip home starts unlocking her past memories. Can her advice-giving hippy-mother (Victoria Jackson) or the small town preacher (Don Most) or her newly discovered bigfoot-hunting brother (Josh 'Ponceman' Perry) help her make sense of it all? To add to the growing mystery the strange events have started again upon Hannah's return. Strange lights appearing in the sky over a place locals call the Devil's Crossroads.,1,,
1186,Dede's Bride,Drama,en,Rok Studios,0,0,119,Released,2021,Nefechi married off against her will to Dede will come to understand what love and fatherhood mean.,1,,
1188,The Scottish Play,Comedy-Drama-Romance,en,Choice Films,0,0,113,Released,2021,A successful actress accepts the role of Lady Macbeth at a small New England theater where she begins a flirtation with her charmingly awkward young director and finds herself haunted by the ghost of William Shakespeare - who's keen to do some rewrites.,1,100,
1197,Poppy,Drama-Family,en,Frontal21-Frontal,0,0,100,Released,2021,A young woman with Down Syndrome begins a journey chases her dream of becoming a mechanic despite being held back by the person she trusts the most.,1,,53
1200,Harm,Comedy-Thriller,en,BBC,0,0,59,Released,2021,When a lonely estate agent sells a house to Alice a charismatic social media influencer the two strike up an unlikely friendship. But as her obsession with Alice’s seemingly perfect world intensifies the lines between the online world and reality become dangerously blurred.,1,,
1201,The Winter House,Romance-Thriller,en,Choice Films,0,0,90,Released,2021,Eileen is grieving. She needs to get away. She rents a house in a remote corner of New Hampshire in the dead of winter where no one is likely to bother her. But wouldn't you know it? Someone does.,1,,
1202,Akoni,Drama,en,One Love Films,0,0,94,Released,2021,A Nigerian refugee struggles to integrate into Australian society after escaping the clutches of Boko Haram until he meets a woman who opens her home and ultimately her heart to him.,1,,
1203,Slam,Drama,en,Sandbox-Dolce Vita Films-Invisible Republic-The Koop-Studio KGB-Adhésive Production,0,0,116,Released,2021,Ricky Nasser is a young Australian whose peaceful suburban life turns to hell when his sister Ameena disappears without a trace. In a climate of distrust and xenophobia Ricky is forced to denounce her as an extremist.,1,61,84
1211,Bookworm and the Beast,Romance,en,Dreamland Entertainment-GoldenWorks Entertainment,0,0,83,Released,2021,Izzy is ready to make a difference in the world as she starts her career in public relations. When Grant Beiste - the big-headed corporate celebrity in town - accidentally hits her father with a car Izzy is thrown into a public scandal that forces her to work closely with Grant. As she fights to save both her father and Grant's public image she falls in love and learns not to judge a book by it's cover.,1,,
1223,Rémora,Drama,en,Dream Lights Productions,0,0,137,Released,2021,Natalia Furtiano an agent for the Society of Intelligence of the United States of America Division of Puerto Rico fights to protect the love of her life. Used to the life of covert operations and death all around her submits her resignation which is denied on the spot. While she tries to get out of the Society of Intelligence in search for a peaceful life she finds out what is like to have her superiors as enemies. She also realizes that she is a victim of her job and life style.,1,,
1228,Daylight Again,Thriller-Drama,en,Postromo Pictures,0,0,81,Released,2021,Maggie's life is in shambles; but upon hitting rock bottom a manipulative and cunning former lover re-enters her life with the promise of salvation.,1,,
1230,Madison Baker Was Here,Comedy-Drama,en,Mentality Films,0,0,79,Released,2021,On her last night in town a shy teenager sneaks out with her best friends to throw caution to the wind and confess her feelings to her longtime crush.,1,,
1238,The Leprechaun's Curse,Horror,en,ITN Distribution-ChampDog Films,0,0,81,Released,2021,Tilly has inherited a Manor House. Soon she will learn just how she has managed to inherit it when an evil Leprechaun begins to stalk her down taking out anyone in its way - for his gold.,1,,
1239,Anak Basket,Drama-Comedy-TV Movie-Romance,en,MNC Pictures,0,0,75,Released,2021,Randy a basketball player from SMA Nusantara falls in love with a new student named Tiara an old friend from junior high school. But at the same time Valdo a rich kid also falls in love with Tiara. When Valdo finds out that Tiara likes basketball Valdo forces her to join the basketball team and interferes with Randy's efforts.,1,,
1246,A Christmas Letter,TV Movie-Comedy-Romance-Family,en,Incendo Productions-180 Sisterhood Productions-Stardust Pictures-Northern Productions,0,0,89,Released,2021,Leslie has done everything right in her life except for finding Mr. Right until the spirit of Christmas leads her there in an unusual way.,1,,
1252,Pesan di Balik Awan,Drama-Romance,en,Klikfilm Production-Limelight Pictures,0,0,74,Released,2021,Breaking up with her boyfriend on her anniversary Kirana challenges fate to find her a partner by flying a message in a balloon.,1,,
1260,A Sisterly Christmas,Drama-TV Movie,en,MarVista Entertainment,0,0,90,Released,2021,Sisters Kristina (Deborah Joy Winans) and Vicky (Lisa Michelle Cornelius) receive an early Christmas gift—a luxurious vacation at an exclusive resort—from their Aunt Debbie (Marium Carvell) who hopes to bring them together after they've grown apart since their mother’s death. The sisters are less than thrilled by the idea of spending time together: Vicky loves Christmas whereas Kristina no longer enjoys the holiday without their mom. With strong convincing from Aunt Debbie the sisters reluctantly accept her gift. Once they arrive at the resort Kristina and Vicky run into Reginé (Kyana Teresa) a famous singer and one-time best friend who left them behind when fame came calling.,1,,
1261,The Youngest Evangelist,Drama-Family-Music,en,The House of John Films LLC,0,0,138,Released,2021,Based on a True Story we journey back to 1980 to see John King a 10yr old African American boy see his mother experience the Joy of Salvation after witnessing her endure domestic violence to then desire and experience Salvation deeply for himself. He then begins a hard journey and increases in his love for God which results in him answering the call to Evangelism. See him in his everyday life at home school church and play as he learns the importance of being obedient and respecting his parents teachers and elders by facing the consequences of his actions. The underline story is a true return to core parenting by introducing our youth to the Lord at a young age. Other short cross sub-stories involve using wisdom dealing with a dreaded disease the lack of respect for our public school educators and the irreplaceable benefits of continuing to offer music/band programs in schools.,1,,
1265,Walden,Drama,en,Trafalgar Releasing-stage2view-Sonia Friedman Productions-Arts Council of England,0,0,102,Released,2021,After returning from a year-long Moon mission Cassie a NASA botanist finds herself in a remote cabin in the woods where her estranged twin sister Stella a former NASA architect has found a new life with climate activist Bryan. Old wounds resurface as the sisters attempt to pick up the pieces of the rivalry that broke them apart.,1,,
1269,"Anne at 13,000 Feet.",Drama,en,Medium Density Fibreboard Films-Maudit Films,0,0,75,Released,2021,Anne hasn't been the same since the jump. While skydiving for her best friend Sarah's bachelorette party the 27-year-old felt focused free above it all. Back on the ground the pressures of her daily life threaten to overwhelm her.,1,,
1273,The Grand Bolero,Thriller-Drama-Romance,en,Bedeschi Film-G&F Pictures,0,0,90,Released,2021,During the covid-19 lockdown in Italy Roxanne a cynical mid aged pipe organ cleaner struggles to control her impulsive attraction to her new 20 years old mute assistant.,1,100,
1274,King Lear,Drama-History,en,Shakespeare & Company-Shakespeare Theatre Company,0,0,165,Released,2021,The once powerful King Lear chooses to divide his kingdom among his three daughters and so begins one of Shakespeare’s most moving tragedies. At the crucial point of relinquishing his realm Lear demands to know which of his daughters loves him the most. His ambitious older daughters answer with false praise and lavish flattery however his youngest daughter who does truly love him answers with honesty. Wildly unsatisfied with her response Lear’s rage sets in motion catastrophic consequences. Ultimately stripped of his privilege and its trappings Lear must reckon with his own humanity.,1,,
1277,Pompano Boy,Drama,en,One County Film Company,0,0,100,Released,2021,A conflicted minister reckons with his marriage and a new foster child. Meanwhile the foster child's mother tries to get her son back her past coming back to haunt her.,1,,
1280,Queen of the Trap House,Crime-Drama-Thriller,en,Maverick Entertainment Group-856 Films,0,0,96,Released,2021,When Kionna is asked to step in and take control of her jailed boyfriend Tyreek's drug empire she reluctantly agrees but her new position as Queen of the Trap House suits her more than expected.,1,,
1286,Ayar,Drama-Thriller-Science Fiction,en,Moving Picture Company,0,0,84,Released,2021,Ayar a first-generation American Latina returns home to reunite with her daughter. But when her mother Renata refuses to let her see her due to Covid Ayar is confronted by the many roles she’s been forced to play including the role in this film.,1,100,
1292,Connecting Flights,Drama,en,BayView Entertainment,0,0,95,Released,2021,Out of the horrors of war comes a love story. On leave in WWII Canadian pilot Gordon Devereaux escapes London for the countryside. There he meets local girl Wendy and they fall in love. But he is suddenly transferred to the Pacific and never sees Wendy again. When Wendy dies in 2008 her granddaughter goes on a quest to find her previously unknown grandfather.,1,,
1293,Tomorrow I Quit,Drama,en,BayView Entertainment-Melopy Films,0,0,81,Released,2021,Margot is a French backpacker who always gets herself into trouble. When she finds out that her dodgy landlord has a dirty secret she has no other choice but to skip rent and run away. On the run she crashes at her perfect sister's house intruding on her marriage. Things get messy with the three of them under one roof as Margot faces problems on her way to becoming an adult.,1,,
1303,Fighting For Her Family,Drama,en,Headlong Entertainment,0,0,82,Released,2021,Devina has always wanted to be a mother and after years of trying and many miscarriages she and her husband Rick have all but given up–until Devina discovers she’s pregnant again with a healthy baby girl. Adding to her stress is Devina’s mother Ani who is against her being with Rick let alone having his child. When Devina collapses midway through her pregnancy she is taken to the hospital and discovers she has a life-threatening blood disorder. Now with every day possibly being her last Devina is determined to see the pregnancy to term and deliver her miracle baby. Will Devina’s baby girl survive and have a mommy waiting for her when she arrives?,1,,
1308,Easter Someday,Fantasy,en,Maverick Entertainment Group,0,0,80,Released,2021,Ava a young girl is tired of her parents demanding excellence from her so she wishes to be someplace else and finds herself in an alternate universe called �Someday�. In order to get home she must follow the clues provided by a magical book and overcome challenges from a giant rabbit with magical powers and powerful friends determined to keep her locked in Someday forever.,1,,
1322,Doll Killer 2,Horror,en,SCS Entertainment,0,0,75,Released,2021,15 years after the original events Doll Restoration artist Stephanie is followed by Charlie Crandall to her new home in Southern California for a final game of cat and mouse.,1,,
1329,Coyote Creek Christmas,TV Movie-Comedy-Romance,en,Unity Pictures-Hallmark Media,0,0,84,Released,2021,"While throwing a ""Christmas Around the World"" party at her family's inn an event planner discovers Christmas magic with a charming father-son duo whose presence brings about tension and joy.",1,,
1332,Black Medicine,Thriller-Crime,en,Signature Entertainment-Northern Ireland Screen-23ten-Yellowmoon,0,0,90,Released,2021,Jo is a black-market medic who carries out illegal operations for the criminal underworld. When she gives refuge to a young girl she must choose between breaking her medical oath or crossing her ruthless employers.,1,,
1333,Cooking Up Love,TV Movie-Comedy-Family-Romance,en,Reel One Entertainment-CMW Spring Productions,0,0,85,Released,2021,On a lark Zoey rents a food truck and enters a reality TV competition. Heat rises between her and the handsome founder of a fast food chain but when Zoey finds out he’s a judge in the contest things quickly fizzle. Zoey’s determined to win fair and square and she suspects ‘Mr-Too-Good-To-Be-True’ is really after her sauce recipe not her heart.,1,,
1334,Me You Madness,Comedy,en,STX Entertainment-Highland Film Group-Stormchaser Films,0,0,97,Released,2021,Beautiful ruthlessly ambitious intelligent and successful businesswoman Catherine Black lives a life of luxury in an architectural dream house in Malibu with exclusive designer fashions fast cars and exquisite jewelry. She has no need for a man except to satisfy her natural serial killer instinct literally. When Tyler a petty thief responds to her online roommate ad he thinks he's struck gold. But he has no idea that after a night of partying and passion he is really just on her menu to be her next victim… until real romance gets in the way.,1,21,82
1336,A Love Yarn,Romance-Comedy-TV Movie,en,Incendo Productions-Screentime,0,0,84,Released,2021,The owner of a quaint New Zealand yarn shop Sophie Dale gets her world flipped upside down after learning her top supplier of yarn King Farms is stopping production. Much to her surprise the charming yet stuck-in-his-ways Samuel King has traveled all the way from New York to audit the business model of the farm. Desperate to keep her shop going Sophie convinces Samuel to give her two weeks to learn the ropes of yarn spinning and raise enough money to buy the mill herself.,1,,
1337,A Brixton Tale,Drama,en,Paradox House,0,0,76,Released,2021,Wealthy YouTuber Leah chooses shy youth Benji as the subject of her Brixton documentary. They fall for each other but the desire for edgy footage leads them down a violent path.,1,89,
1338,A Sister's Grudge,Thriller-TV Movie,en,Benattar/Thomas Productions-Headlong Entertainment-ASG Films,0,0,85,Released,2021,Family dynamics take a messy turn when a woman learns she has a half sister at her mother's funeral. As her perfect life starts to unravel she suspects her new sister is to blame for her Mom's death.,1,,
1340,Abducted,Drama-Crime-Action-TV Movie,en,Power-Incendo Productions-Anne Carlucci Productions,0,0,90,Released,2021,Melanie is married to Tom a controlling cold and self-centered man who happens to be a prison warden. He finds her to be a liability to his career aspirations and secretly plans to have her kidnapped and killed by Jack a dangerous inmate.,1,,57
1341,Blending Christmas,TV Movie-Comedy-Family,en,Hybrid-Mayor Entertainment,0,0,85,Released,2021,The holiday season is in full swing when Emma learns that the resort where she used to spend Christmases with her family is being redeveloped.,1,,
1348,Glasshouse,Thriller-Science Fiction,en,Showmax-Local Motion Pictures-Crave Pictures,0,0,94,Released,2021,A mother and her three daughters — romantic Bee sensible Evie and child of nature Daisy — occupy the titular glass building which has been completely sealed off to protect its occupants from a dementia-inducing toxin called the Shred that’s poisoning the air outside. Fearful of becoming like the lost souls who wander the abyss outside the family keep a grasp on their past by performing sacred rituals. When Bee breaks the rules and lets an injured stranger into their midst the family dynamic is shattered forever as hidden truths upend the illusions the women have worked so hard to protect.,1,84,38
1349,A Snowy Christmas,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment-CME Autum Productions,0,0,85,Released,2021,Unlucky in love city lawyer Kelly Mitchum returns home to spend Christmas with her family. As she dreams of finding her perfect man she meets handsome contractor Forrest Newell – and he ticks all the boxes! Now with her family’s home at risk of demolition will Forrest be able to help? And will the magic of Christmas be enough to save it?,1,,
1356,Ghosts of Christmas Past,Comedy-Romance-TV Movie,en,Lifetime-Reel One Entertainment-Champlain Media,0,0,85,Released,2021,Ellie a serial 'ghoster' on dating apps is told by a fortune teller that she must resolve her past and make amends with all those she ghosted before Christmas or she is destined to never find true love! Over the course of one week she takes it upon herself to track down all the men she ghosted before the stroke of midnight on Christmas Eve and discovers love in the process.,1,,60
1358,The Wrong Mr. Right,Thriller-TV Movie,en,Hybrid-Lifetime,0,0,85,Released,2021,Jessica moves back home after college and finds her single mother Tracy has a new boyfriend Paul moving in as well. While working at a restaurant owned by her mother's best friend Sandra Jessica sees Paul fighting with another woman and immediately enlists the help Sandra and Hal who suspect something very strange. When Jessica discovers Paul is not who he seems she sets out to prove Paul is the wrong Mr. Right.,1,,
1359,Ashley Jones Is Perfectly Normal,Comedy-Romance,en,Triple Crown Films,0,0,83,Released,2021,"Desperate to get her life back to normal after a surprisingly uncommon medical diagnosis Ashley Jones is forced to examine what ""normalcy"" really means in a world of mistaken identities very old old friends and poisoned meatballs.",1,,
1362,Love in Translation,Comedy-Romance-Family-TV Movie,en,Reel One Entertainment-Champlain Media,0,0,85,Released,2021,Linguistics Ph.D. student Julie Walters can speak almost every language you can imagine. Things turn upside down for Julie when handsome Dan the curator at the museum she dreams to work at contacts her to get some French classes and is all about doing it the fun way!,1,,
1370,Identical Love,Romance-TV Movie,en,Silver Peak Productions,0,0,100,Released,2021,When a doctor volunteers abroad she discovers that her ex-fiancé's cute twin is also there. Can she love him for himself and not see him as her ex?,1,,
1371,Boxing Day,Romance-Comedy,en,DJ Films-Film4 Productions-BFI-Studio 113,0,0,109,Released,2021,Melvin a British author living in America returns home to London for Christmas to introduce his American fiancée Lisa to his eccentric British-Caribbean family. Their relationship is put to the test as she discovers the world her fiancé has left behind.,1,,
1372,Locked In,Mystery-Thriller-Crime-Drama,en,Premiere Entertainment Group-LampHouse Films,0,0,90,Released,2021,A single mother must protect her daughter and herself during a heist gone wrong at a high-tech storage facility.,1,,15
1373,Candy Coated Christmas,Family-Romance-TV Movie,en,MarVista Entertainment-GO Films-Food Network-Just To Be Clear Productions,0,0,86,Released,2021,Molly Gallant a Los Angeles-based marketing-executive on top of the world returns to her mother’s home town of Peppermint Hollow after her plans to launch a business are derailed by circumstance.,1,,
1374,Karen,Thriller-Crime,en,Aloe Entertainment-BondIt Media Capital-Flixville USA,0,0,89,Released,2021,A racist woman makes it her personal mission to displace the new black family that has just moved in next door to her but they won't back down without a fight.,1,,
1375,Deceived by My Mother-In-Law,Thriller-TV Movie,en,Hybrid,0,0,86,Released,2021,Kristen suspects her new family isn't what they seem after her mother-in-law moves in unexpectedly.,1,,
1376,Violet,Drama,en,Relativity Media-Section 5,0,0,92,Released,2021,Violet realizes that her entire life is built on fear-based decisions and must do everything differently to become her true self.,1,,
1380,Language Lessons,Drama-Comedy-Romance,en,Duplass Brothers Productions,0,0,91,Released,2021,A Spanish teacher and her student develop an unexpected friendship.,1,96,82
1382,Playing Cupid,Romance-TV Movie-Comedy,en,Scholastic Entertainment-Timeless Pictures-Basset Hound Distribution,0,0,84,Released,2021,Set in the halls of Austen Middle School a newly single middle-school teacher is covertly set up with a divorced dad after his daughter – one of her students – begins a matchmaking business for a school project she assigned her class.,1,,
1386,Love at the Ranch,TV Movie-Romance,en,Reel One Entertainment-CMW Spring Productions,0,0,85,Released,2021,Allison Sawyer is the go-to reporter at Metropolis Post known for breaking high-profile stories. Her next story is writing a profile piece on one of her favourite authors Annabelle Lee. Annabelle based all her romantic novels on the timelessly beautiful Clybourne Ranch far away from city life.,1,,
1390,A Lethal Lesson,Family-Crime-Thriller-TV Movie,en,Reel One Entertainment-CMW Autumn Productions,0,0,85,Released,2021,High school teacher Lauren finds her life up side down when her job the custody of her adopted daughter and even her safety is in danger when an angry student falsely claims to have had an affair with her.,1,,
1392,Intervention,Horror-Thriller,en,Samesh Ramjattan Productions,0,0,105,Released,2021,An amnesiac suspects that the friends trying to help her recalls her memories are hiding the truth about her near fatal accident.,1,,
1394,Love Strikes Twice,TV Movie-Comedy-Romance-Mystery,en,Cartel Pictures-Hallmark Media-The Cartel,0,0,84,Released,2021,Maggie and Josh are an out-of-sync married couple. Maggie wishes for a do-over and wakes up 15 years earlier. Will she choose Josh again or is an ex-boyfriend her happily ever after?,1,,
1397,Stop and Go,Comedy,en,Sorø Films-BuzzFeed Studios-Decal,0,0,80,Released,2021,Two sisters embark on a hilarious mile-a-minute road trip to rescue their grandmother and her beloved dog from her retirement home before their reckless sister gets there first.,1,76,72
1398,A Daughter's Deceit,Thriller-TV Movie,en,Mutiny Films,0,0,86,Released,2021,Suzanne Cruz's perfect life of a mother wife and lawyer is shattered by Cassie who vows revenge on the lawyers who destroyed her family when she was a girl. Suzanne must learn who is tearing her life apart before Cassie comes in for the kill.,1,,
1400,True to the Game 3,Romance-Thriller,en,Imani Media Group,0,0,98,Released,2021,The trilogy picks right up where True 2 left us. Gena's awakes to find that her mysterious savior is Quadir. Before happily ever after Gena has 72 hours to go back to Philly to check on Bria and Gah Git and let them know of her plans.,1,,87
1401,A Little Daytime Drama,TV Movie-Comedy-Romance,en,Two 4 The Money Media,0,0,84,Released,2021,In order to save her daytime soap drama from cancellation head writer Maggie must convince Darin fan favorite actor and her real-life ex-boyfriend to return to the show.,1,,
1402,Chompy & the Girls,Comedy-Horror-Science Fiction,en,Citizen Skull Productions-The Malt Shop-Zig Zag Pictures,0,0,89,Released,2021,A troubled woman meets her father for the first time and their encounter goes from awkward to alarming when they witness a man swallow a little girl whole.,1,,
1404,Sweet as Maple Syrup,TV Movie-Comedy-Romance,en,Incendo Productions-Incendo Media,0,0,90,Released,2021,Rachelle is in a race against time when her family's maple orchard starts to decline just ahead of the upcoming Maple Syrup Festival. With the help of Derek a professor of arboriculture they combine her hands-on experience and his scientific knowledge to heal the orchard along the way discovering their newfound friendship may have a sweet ending of its own.,1,,
1407,HellKat,Action-Thriller,en,Wild Eye Releasing-Uncork'd Entertainment,0,0,79,Released,2021,A fallen MMA fighter must win a netherworld no-holds-barred death tournament against man beast and demon to save her soul.,1,,
1408,A Whirlwind Wedding,Romance,en,Reel One Entertainment-CMW Summer Productions,0,0,85,Released,2021,Darcy a talented event planner returns to her home town to plan her mother’s wedding. She’s having trouble accepting her stepfather-to-be and quickly Darcy’s obsession with perfection begins to clash with her mother’s wishes for a low-key celebration —especially when it comes to handsome and charming Kyle the chef Darcy deems inadequate for catering the event. But as complications arise—both personal and professional—it’s Kyle who is able to help her pull off the big day and help her find the love she’s been looking for…,1,,
1409,Like a House on Fire,Drama,en,Colonelle Films-Woods Entertainment,0,0,85,Released,2021,Dara returns home to reconnect with her husband and her young daughter whom she left two years earlier. When she arrives she discovers that a woman who is seven months pregnant has taken her place and that her daughter no longer recognizes her.,1,100,57
1410,What She Said,Comedy-Drama,en,Shallow Graves-Pitch Her Productions,0,0,100,Released,2021,Sam decides to stop pursuing charges against her rapist and spend Thanksgiving alone on her family's Virginia farm. Her brother stages an intervention with seven of Sam’s friends to persuade her to return.,1,,
1412,Love on Trend,Comedy-TV Movie-Romance-Family,en,Reel One Entertainment,0,0,85,Released,2021,When Allie Ederling left her small town to move to New York to pursue her dream of becoming a fashion designer little did she imagine that the city had big plans for her… and for her heart!,1,,
1416,"Love, For Real",TV Movie-Comedy-Romance,en,Cartel Pictures-The Cartel-Love For Real Productions,0,0,84,Released,2021,Hayley and her best friend Bree go on a reality dating show to publicize her fashion line but nothing goes as planned when love friendship and careers are on the line.,1,,
1423,Love Upstream,TV Movie-Comedy-Romance,en,Reel One Entertainment-CME Spring Productions,0,0,85,Released,2021,When Ingrid a successful Chicago author moves to the Minnesota lakes to write a book on wilderness survival she gets more than just another bestseller; she finds peace a new sense of independence and a connection with her handsome wilderness guide Rob.,1,,
1430,A Christmas Dance Reunion,Romance-TV Movie,en,Lifetime-Brain Power Studio-Off Camera Entertainment,0,0,85,Released,2021,Lucy Mortimer a successful attorney who returns with her mum to their old Christmas getaway - the Winterleigh Resort - which is on the brink of closing down for good. Much to her surprise Lucy is reunited with her childhood Christmas dance partner Barrett Brewster and the pair give the resort a new lease of life as the passion between them heats up.,1,,64
1432,Snakehead,Action-Drama-Crime,en,Roadside Attractions-Samuel Goldwyn Films-408 Films-Arowana Studios,0,0,89,Released,2021,Sister Tse is brought to New York by a Snakehead a human smuggler. Although she is indebted to the crime family responsible for her transport her survival instincts help her gain favor with the matriarch and she rises quickly in the ranks. Soon Tse must reconcile her success with her real reason for coming to America—to find the child that was taken from her. In the end Sister Tse must draw on the strength she found in transforming her victimhood into power.,1,71,58
1433,The 27-Hour Day,TV Movie-Comedy-Romance-Family,en,Front Street Pictures-Hallmark Media-Hour Road Productions,0,0,84,Released,2021,An entrepreneur takes a necessary break from developing her wellness brand empire and discovers that the work-life balance she needs won’t be easy. Will a new romance and relaxing retreat change her life forever?,1,,
1434,The Boathouse,Mystery-Drama-Thriller,en,MarVista Entertainment-Freddie Films-levelFILM-Circle Blue Entertainment,0,0,90,Released,2021,When an emotionally-fragile young woman takes a job as nanny to two troubled children at a remote summer cottage she falls in love with the children's father while becoming enmeshed in the mystery of their estranged mother - with whom it turns out the young woman has her own fraught history. As the summer progresses she begins to suspect that the family has a dark history that they are desperate to keep secret.,1,,
